0.00	0.56
1.00	0.57
2.00	0.58
3.00	0.56
4.00	0.59
5.00	0.63
6.00	0.7
7.00	0.75
8.00	0.79
9.00	0.88
10.00	0.95
11.00	1.02
12.00	1.08
13.00	1.13
14.00	1.24
15.00	1.34
16.00	1.46
17.00	1.64
18.00	2.04
19.00	2.41
20.00	3.14
21.00	4.35
22.00	4.54
23.00	4.81
24.00	4.99
25.00	5.15
26.00	5.3
27.00	5.43
28.00	5.54
29.00	5.65
30.00	5.83
31.00	5.99
32.00	6.12
33.00	6.25
34.00	6.38
35.00	6.56
36.00	6.74
37.00	6.98
38.00	7.31
39.00	8.38
40.00	10.78
41.00	10.98
42.00	11.14
43.00	11.24
44.00	11.3
